customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount
7285.030983,44788,61,6,48,0,2,386.031248
4118.588554,69379,103,14,79,0,1,494.4
5293.368089,38521,134,15,71,0,1,557.184015
13265.96256,34482,67,4,6,0,2,83.830109
2369.439009,0,68,35,35,0,1,487.345606
9816.528302,37256,62,15,7,0,2,128.969729
3136.698216,59644,79,15,94,0,1,379.2
7713.819259,0,68,2,33,0,2,326.4
2867.312197,23376,78,19,18,0,1,374.4
11516.40557,50854,73,15,72,0,2,101.489422
15025.19126,35158,76,14,27,0,2,165.958605
4013.849907,15413,106,4,67,0,1,508.8
3890.87081,91182,96,8,90,0,1,249.140907
2590.214327,18746,68,21,93,0,1,326.4
3223.331519,70277,80,23,4,0,1,84.818806
4912.025292,0,66,23,38,0,4,668.158687
8012.124825,0,79,22,82,0,2,335.234102
3731.504584,0,96,31,34,0,1,460.8
3347.028677,37138,85,4,13,0,1,612.0
11793.12528,32214,100,5,6,0,2,296.560998
2965.71995,26472,74,22,31,0,1,355.2
5646.323845,39841,72,9,40,0,5,440.128707
12883.81001,34148,109,27,30,0,2,451.566751
2471.528431,95697,61,16,55,0,1,114.273025
2927.07045,75685,73,35,47,0,1,369.918482
8400.788878,20870,72,20,90,0,2,345.6
2729.126448,66900,68,15,20,0,1,326.4
4170.572119,42837,106,15,39,0,1,290.580543
4908.207958,33305,62,3,12,0,5,353.77899
3891.583881,0,103,8,35,0,1,558.281543
2682.423898,24823,69,23,66,0,1,229.279059
13094.60875,88249,108,9,71,0,2,244.803741
9393.968332,39770,117,11,37,0,3,561.6
3433.82408,85367,85,27,20,0,1,67.975243
4932.878744,74809,61,7,35,0,3,283.787384
13610.10746,50144,114,0,35,0,2,786.934186
5111.304579,76448,63,9,13,0,3,302.4
4540.381153,59556,113,11,86,0,1,681.505066
5598.273622,14174,72,1,62,0,8,345.6
9801.287358,0,91,33,38,0,2,436.8
5504.139033,0,73,18,45,0,5,350.4
8447.801005,0,114,2,45,0,7,547.2
12362.08766,0,113,4,92,0,2,217.92632
4916.303715,71153,122,1,94,0,1,209.019238
4847.24253,0,69,0,32,0,7,599.152722
4726.869327,13037,124,28,49,0,1,839.348464
7079.790277,24245,63,0,22,0,2,302.4
9452.996411,91942,117,34,61,0,3,561.6
5284.312599,37640,67,25,74,0,4,174.046849
2510.054168,0,73,29,38,0,1,525.6
4014.453113,37384,99,9,17,0,1,475.2
2540.689797,42557,65,4,35,0,1,57.562324
12324.2654,0,113,5,90,0,2,813.6
2280.386988,0,61,16,29,0,1,283.881697
2404.917967,63455,61,26,71,0,1,287.654819
3032.816016,73782,76,11,97,0,1,111.622054
2891.272351,80590,71,4,19,0,1,134.158389
15261.41386,59797,127,4,50,0,2,609.6
5015.009472,48567,130,12,15,0,1,624.0
5325.394799,62470,66,34,84,0,4,243.766542
5291.395332,57338,66,9,85,0,3,316.8
3065.365332,22985,77,4,65,0,1,458.056054
9406.381948,99189,117,27,27,0,3,75.302707
7815.46882,0,112,27,46,0,4,574.102379
9747.99401,0,92,7,89,0,2,514.360634
4686.469674,58089,118,31,83,0,1,566.4
4741.808942,0,65,2,73,0,8,731.289267
7951.777533,75497,100,5,72,0,3,71.773341
6762.082924,40372,85,15,17,0,4,76.975713
3044.78946,17489,85,31,28,0,1,587.689075
5908.16294,86277,74,19,33,0,3,212.039619
4574.547243,0,63,3,5,0,6,453.6
8377.499751,0,74,14,38,0,2,355.2
5838.89915,81082,73,5,85,0,4,281.295903
8012.841201,40635,102,4,45,0,6,489.6
9217.978125,26351,119,14,87,0,7,571.2
2749.189304,0,80,15,83,0,1,824.487259
3588.87609,42836,89,32,99,0,1,244.580023
3230.576665,62873,81,0,41,0,1,207.75186
5158.648497,0,74,24,98,0,5,588.936956
2776.582901,50985,71,7,31,0,1,307.68931
12836.00951,0,116,6,28,0,2,835.2
3895.961837,35970,98,29,81,0,1,470.4
4247.683347,44537,106,13,42,0,1,441.907057
6005.847375,13528,86,21,35,0,3,412.8
2719.506996,14030,72,11,3,0,1,345.6
4185.757242,0,64,0,56,0,3,492.644465
7331.508054,0,100,1,25,0,4,61.580247
9320.284812,21033,118,5,22,0,8,738.975495
3312.323945,26285,84,7,1,0,1,403.2
5560.278162,0,74,29,52,0,8,65.953005
8214.602384,73245,68,33,48,0,2,305.121363
8647.139152,0,119,5,31,0,3,244.816163
4446.738622,0,61,32,42,0,3,616.279356
3911.118202,30821,97,27,59,0,1,451.319227
2731.520409,69844,68,5,9,0,1,184.379697
8401.788653,0,124,15,86,0,8,595.2
5875.038074,55836,73,8,87,0,7,314.936185
6188.379423,40352,77,31,33,0,3,406.367233
4506.577736,14985,116,12,45,0,1,571.319514
5313.436344,68558,131,16,11,0,1,280.903779
4379.770178,47747,111,31,76,0,1,165.588524
2771.963072,0,79,6,55,0,1,379.2
5461.548993,39626,69,23,0,0,3,485.705851
2570.235172,49304,65,28,48,0,1,312.0
2227.072755,27972,61,7,38,0,1,292.8
5394.000979,27568,68,0,62,0,3,278.689331
2300.691547,25905,63,21,12,0,1,302.4
4953.358432,0,68,11,90,0,4,342.468248
4590.811214,28354,118,33,20,0,1,320.327775
5062.37379,0,72,22,58,0,5,345.6
9075.768214,37722,116,8,23,0,8,158.077504
8133.157212,32021,70,12,58,0,2,336.0
2869.301319,13393,73,31,11,0,1,34.708194
2606.186321,27800,67,9,78,0,1,321.6
6102.953572,0,84,0,76,0,4,856.347474
9191.672825,77603,114,10,83,0,8,547.2
9581.281433,75606,119,6,97,0,7,571.2
7532.262392,41458,98,6,67,0,3,191.100227
2795.321353,0,74,6,61,0,1,420.765993
5673.840992,0,82,13,87,0,7,445.001296
3087.249746,41273,77,16,19,0,1,221.226696
8543.247323,99180,106,15,20,0,3,33.751887
4650.063763,28215,65,15,26,0,3,468.0
3314.55133,63583,83,15,8,0,1,167.39959
4566.377261,0,66,27,28,0,3,475.2
5597.12496,37995,139,16,50,0,1,667.2
2540.551456,37125,63,29,78,0,1,290.911693
2939.330187,53357,73,4,77,0,1,55.320014
2700.985899,79292,67,18,58,0,1,55.394702
9928.874825,75425,123,3,49,0,6,823.798803
2399.17815,20992,64,21,73,0,1,307.2
8711.302422,92606,109,26,75,0,3,287.437831
2551.226692,79751,63,15,67,0,1,392.235698
8791.444942,54094,112,9,51,0,4,502.994931
8581.637267,66466,71,20,35,0,2,293.016168
5244.40475,68131,130,22,27,0,1,226.607648
8509.019846,56481,106,7,17,0,3,273.250112
4743.615503,70082,119,17,23,0,1,571.2
6966.319103,27972,90,13,7,0,8,240.318607
4271.200049,26245,110,6,43,0,1,44.284642
2224.089639,0,64,20,4,0,1,483.25721
2709.539796,58828,68,13,98,0,1,446.751243
2890.338106,51906,73,29,78,0,1,374.864662
6403.577368,28095,82,18,2,0,8,393.6
5981.381645,88723,74,12,94,0,8,355.2
8496.358981,88895,106,0,87,0,8,209.863509
10213.99111,60078,127,23,60,0,3,140.819942
4547.162694,0,67,26,4,0,3,321.6
5741.696078,45820,71,4,89,0,8,249.742856
2388.353882,0,73,12,84,0,1,677.970934
12624.96121,12439,115,22,78,0,2,552.0
8382.478392,25998,71,16,38,0,2,791.878042
4964.666365,98451,62,19,57,0,3,316.546868
2871.437451,23803,72,11,90,0,1,410.548521
13080.78528,0,124,12,58,0,2,595.2
2482.411991,26100,67,6,29,0,1,482.4
2726.834065,0,73,8,63,0,1,376.923839
5015.009472,48567,130,12,15,0,1,624.0
4381.880534,20394,115,28,84,0,1,508.614758
5775.517825,0,76,20,17,0,6,784.611446
2572.506605,21104,66,34,74,0,1,118.454974
3571.346578,0,96,19,30,0,1,438.661509
12734.21253,25023,82,31,38,0,2,397.139856
4177.876779,14108,109,27,88,0,1,523.2
2430.801647,0,67,1,19,0,1,321.6
3301.518961,0,89,10,83,0,1,427.2
4692.098956,0,69,31,89,0,5,506.92275
8092.87696,50825,102,3,46,0,3,369.614729
3964.534974,14616,106,16,23,0,1,575.260213
2497.531509,0,69,5,74,0,1,272.381465
8888.143979,58789,111,4,69,0,3,215.438825
7347.410517,29491,61,26,62,0,2,292.8
3467.323976,0,96,2,53,0,1,799.251165
8901.468512,76558,74,2,45,0,2,216.980413
2619.337376,78618,66,7,56,0,1,225.578841
10127.77087,23053,132,5,97,0,8,780.941649
4633.452912,50250,117,3,93,0,1,561.6
2993.024583,0,80,28,97,0,1,286.115778
7985.472561,99069,66,7,28,0,2,77.442722
2722.210707,17576,71,29,70,0,1,398.502948
2783.583044,42297,71,29,62,0,1,200.38673
8649.997286,0,115,0,3,0,3,824.597262
4652.91278,0,63,21,23,0,7,151.231247
8804.53711,48990,74,3,20,0,2,355.2
7155.337765,16916,64,31,31,0,2,377.512951
3954.344534,18375,103,8,50,0,1,535.080276
15032.9003,17150,65,28,19,0,2,689.800891
8257.666512,23815,73,4,47,0,2,424.330166
6507.751779,0,97,4,11,0,4,863.219668
2530.705137,89451,63,11,2,0,1,61.769564
5482.549359,79325,68,4,31,0,4,251.294821
4050.506193,88454,101,8,89,0,1,308.749796
6326.679236,0,87,2,41,0,3,417.6
2627.76229,20943,69,0,86,0,1,240.00056
7814.604545,51972,66,19,22,0,2,316.8
6314.579645,54408,79,29,17,0,4,288.329793
2537.969253,37612,64,0,32,0,1,307.2
4549.079221,0,62,12,53,0,3,639.758314
4836.21886,16450,128,6,81,0,1,871.484565
2433.024631,0,66,12,71,0,1,475.2
5367.089817,97742,67,33,57,0,5,67.648392
2452.360892,0,69,13,75,0,1,496.8
8646.504109,64125,108,3,44,0,3,369.818708
4340.086445,0,62,22,39,0,6,446.4
4930.949334,70412,61,27,12,0,3,136.291083
5292.632491,0,70,13,8,0,3,336.0
5619.967791,0,82,14,23,0,6,863.935307
10340.45566,40882,89,6,17,0,2,393.637436
6369.262355,34498,83,30,72,0,7,398.4
2767.5949,0,74,0,52,0,1,355.2
5718.276608,46133,73,7,78,0,5,19.626306
2580.849899,46900,66,13,59,0,1,316.8
6481.382268,0,92,1,17,0,6,441.6
5133.414764,53390,64,13,41,0,5,278.999409
9369.639891,99185,115,8,19,0,3,449.428182
3196.578455,62815,80,14,84,0,1,47.061469
4720.608872,26277,61,17,30,0,4,292.8
8861.900439,41854,110,17,44,0,8,481.269644
6032.737631,0,86,4,56,0,8,412.8
6832.36853,66627,85,32,55,0,8,733.21126
4157.698118,0,110,4,61,0,1,528.0
6189.122455,0,90,4,18,0,5,648.0
5332.462694,68931,66,32,30,0,7,309.577946
8281.740124,19189,108,21,9,0,3,518.4
2552.913868,33124,67,35,7,0,1,80.119997
2795.410029,40516,70,21,31,0,1,137.168874
8007.399376,0,112,12,93,0,3,537.6
6886.324494,34615,87,6,73,0,7,417.6
5612.375586,0,79,32,2,0,3,379.2
5658.912313,0,84,32,96,0,4,847.490817
9198.685111,31562,115,14,6,0,3,552.0
5162.370678,0,74,33,92,0,4,582.420512
6289.946999,24477,79,15,32,0,3,379.2
3649.708655,0,100,31,80,0,1,480.0
6766.558551,20046,87,15,59,0,3,417.6
4631.011293,78152,114,18,35,0,1,547.2
6810.52531,0,65,7,47,0,2,733.522405
9378.634228,36067,117,30,78,0,3,561.6
15762.53198,44362,66,15,75,0,2,142.113373
2635.505781,77350,66,11,4,0,1,316.8
5741.72743,86641,71,17,79,0,6,161.752532
8414.942855,72258,105,8,50,0,4,12.497538
9123.911266,70737,114,25,12,0,4,741.655597
3993.882994,17672,110,28,16,0,1,792.0
6696.903521,57240,83,18,79,0,7,83.652384
8476.082867,28181,109,32,41,0,3,523.2
5205.748188,31275,66,26,0,0,3,316.8
4376.363592,63774,111,18,63,0,1,60.036683
12375.02163,78441,103,6,73,0,2,613.866905
8107.26533,0,76,0,91,0,2,364.8
8662.048958,0,117,0,65,0,4,511.422666
2535.266473,86933,63,3,64,0,1,269.563038
5531.723723,50097,71,25,81,0,5,17.484679
2780.729047,94943,69,3,22,0,1,387.545055
3839.746159,0,106,29,38,0,1,763.2
2509.268453,74045,64,23,83,0,1,307.2
14566.09246,52564,122,33,28,0,2,42.131925
3220.775528,19098,87,35,3,0,1,417.6
3199.824902,78784,80,33,72,0,1,239.964694
16045.10952,0,65,10,10,0,2,163.046956
4918.916267,29256,63,33,41,0,5,302.4
5677.465907,45345,72,28,86,0,3,99.039453
3016.444225,25630,86,8,63,0,1,412.8
5279.124682,22280,68,10,48,0,3,169.414572
4803.935174,0,69,31,25,0,7,496.8
2608.786334,61567,65,35,78,0,1,39.532978
7832.569008,34644,66,7,36,0,2,316.8
4260.33573,26991,119,34,65,0,1,856.8
2369.369299,49746,61,5,88,0,1,624.42874
2652.067994,49625,66,29,9,0,1,261.549577
2597.864075,49308,65,7,97,0,1,150.235884
7712.436971,63624,95,10,5,0,5,175.243467
4698.88415,80358,116,19,2,0,1,443.637243
4355.702301,0,64,22,22,0,4,460.8
11095.97445,0,101,10,48,0,2,727.2
3300.684961,0,92,3,9,0,1,711.323244
2915.649943,83218,72,6,42,0,1,245.103885
4196.429642,24641,105,12,82,0,1,504.0
2657.570431,0,71,22,25,0,1,340.8
2584.532849,72731,65,10,7,0,1,125.704164
8021.067105,54292,67,4,26,0,2,321.6
7288.297591,59414,91,23,21,0,3,340.32278
5553.521059,96587,138,31,99,0,1,749.244062
11702.34819,0,111,15,12,0,2,532.8
2957.102851,94362,74,21,96,0,1,195.405949
4111.888285,65085,103,20,55,0,1,480.073548
15122.99194,0,72,35,86,0,2,518.4
12807.09083,0,69,32,21,0,2,450.760925
2500.241685,0,67,4,44,0,1,664.128009
4260.709139,0,62,1,73,0,3,446.4
2609.533154,60798,66,21,57,0,1,316.8
2590.654042,25981,65,33,38,0,1,77.54669
4194.659772,25581,105,9,21,0,1,429.695284
9028.307862,76514,112,19,0,0,3,573.941286
3954.344534,18375,103,8,50,0,1,535.080276
6089.517361,21832,84,29,39,0,3,403.2
12827.42831,0,117,25,43,0,2,842.4
9135.291575,95330,113,1,1,0,3,542.4
2500.834374,25899,63,20,36,0,1,302.4
5395.346288,0,74,13,30,0,4,355.2
2651.615963,33201,66,9,56,0,1,314.044227
7155.471967,76506,89,35,65,0,8,427.2
5994.226432,41859,76,18,58,0,5,166.1306
2833.797966,45360,73,16,71,0,1,350.4
2867.211836,91810,71,27,43,0,1,165.520952
5237.477743,33554,131,25,36,0,1,934.656068
7710.912153,77642,64,20,14,0,2,282.146354
2903.749709,0,77,15,89,0,1,491.66348
5575.751228,91416,69,4,39,0,5,109.904496
2616.409509,22000,69,27,36,0,1,383.224514
4617.838205,41167,118,16,4,0,1,554.957693
3200.795405,0,86,8,37,0,1,412.8
8583.854913,53944,71,13,20,0,2,340.8
4349.30875,75648,108,28,10,0,1,112.660916
4729.593583,29414,64,2,32,0,3,71.303109
5015.009472,48567,130,12,15,0,1,624.0
3475.07136,0,96,6,60,0,1,460.8
8542.218196,50117,107,13,98,0,4,462.654347
6776.353402,0,96,0,38,0,3,818.730215
4429.193391,20868,112,14,11,0,1,537.6
9863.502214,99654,121,13,95,0,3,272.788141
8207.858272,0,110,16,17,0,5,686.90827
5807.994569,70717,72,20,89,0,5,37.28874
14333.92489,41459,71,8,4,0,2,340.8
2141.750757,0,61,5,90,0,1,437.040616
5079.843625,83288,124,18,70,0,1,353.397699
2895.522489,46267,72,4,73,0,1,231.969205
7487.744636,0,72,15,70,0,2,693.084662
15118.89548,58883,62,1,47,0,2,432.480275
9007.431501,41539,116,11,35,0,3,556.8
7234.142952,86448,90,25,79,0,6,59.853369
4697.152892,0,67,10,75,0,7,482.4
6207.171358,49419,77,3,34,0,4,203.296071
10831.13004,23202,96,29,59,0,2,460.8
4626.801093,79487,114,20,87,0,1,547.2
6748.231188,68423,85,14,81,0,7,324.413656
2542.06388,84495,63,15,61,0,1,302.4
7243.865476,41951,91,30,56,0,7,40.536151
8306.550901,89834,105,17,14,0,3,504.0
2734.514945,92157,69,19,33,0,1,270.381385
11030.66148,35773,93,25,89,0,2,446.4
3402.39442,0,99,16,20,0,1,475.2
6945.016955,15850,61,28,14,0,2,314.528138
5403.546122,27430,68,25,12,0,4,184.955105
4899.231772,0,63,21,78,0,7,302.4
9048.983447,0,119,9,8,0,3,571.2
2496.766693,0,73,13,33,0,1,350.4
3621.68883,13457,94,31,28,0,1,285.825083
6896.088021,0,68,10,53,0,2,326.4
5438.696611,52721,136,34,29,0,1,550.127548
2359.423599,19864,63,22,96,0,1,352.394515
5323.267311,55289,67,10,71,0,3,134.124254
7390.903278,30449,92,23,47,0,3,501.092992
11447.5071,27362,144,23,28,0,8,422.78411
5754.853121,29460,72,3,18,0,5,29.303915
10244.2435,0,94,23,34,0,2,451.2
4645.569555,42532,118,13,32,0,1,200.641734
4887.344366,66707,61,19,24,0,8,71.980757
2497.808174,68041,64,10,47,0,1,165.570243
2369.111588,0,65,8,91,0,1,468.0
4198.030023,39913,106,16,61,0,1,344.765129
2420.711888,31710,62,5,29,0,1,199.551735
6291.655714,89113,78,18,68,0,8,219.362643
4270.034394,0,122,27,2,0,1,725.870693
2460.665175,0,67,30,13,0,1,321.6
11925.71535,28014,104,14,37,0,2,631.594469
4223.274671,14170,109,9,10,0,1,523.2
10298.38586,64825,129,1,78,0,4,359.484342
5229.741907,77357,67,24,38,0,8,29.884537
2402.81597,21629,62,19,54,0,1,298.626189
3933.813993,25927,103,6,20,0,1,674.973614
7635.554626,54539,63,5,74,0,2,287.453171
2722.210707,17576,71,29,70,0,1,398.502948
7291.599536,84629,90,19,17,0,5,411.671832
5261.037541,43573,66,30,64,0,5,409.684798
10575.94816,0,105,7,91,0,2,756.0
5552.331515,35011,70,7,91,0,8,215.728468
7150.225367,63651,92,19,10,0,3,224.711836
5418.726537,39133,67,25,26,0,3,90.524457
7285.030983,44788,61,6,48,0,2,386.031248
5807.659307,62447,74,9,2,0,7,133.977857
8797.829644,80780,109,26,11,0,3,3.55
4439.900652,88613,111,5,59,0,1,359.36848
2404.459452,45949,62,0,70,0,1,110.556062
5066.634057,35596,64,11,92,0,3,307.2
2410.498573,41842,61,1,14,0,1,292.8
5534.576395,71560,69,14,46,0,5,178.700204
9202.638441,0,80,8,71,0,2,384.0
2592.437797,72421,65,8,23,0,1,312.0
13367.86562,57335,67,22,18,0,2,407.887715
3479.760165,35033,87,26,53,0,1,490.638202
9103.8997,65733,113,13,6,0,3,684.948527
4813.284447,0,69,30,44,0,3,472.611522
9575.7578,0,88,3,64,0,2,633.6
8267.119555,36881,104,5,25,0,3,499.2
2395.57,21986,63,1,9,0,1,333.696228
4984.618655,86305,62,1,99,0,5,80.73124
2396.192355,39062,61,2,20,0,1,346.991025
2631.87754,16976,69,23,54,0,1,238.952528
3401.881747,41972,86,20,23,0,1,691.709371
3663.740198,61894,91,3,21,0,1,436.8
2816.758764,66023,70,11,94,0,1,265.629611
4330.769101,39660,107,3,46,0,1,416.8496
4666.643522,60466,117,14,3,0,1,784.186389
5876.054314,32848,74,2,59,0,5,250.454012
8427.723769,20662,72,10,99,0,2,373.324673
13023.9329,64985,108,23,94,0,2,16.425514
8209.59982,68022,103,3,26,0,3,494.4
2727.520769,74592,67,9,30,0,1,321.6
3086.013544,73938,76,34,48,0,1,53.095599
4836.054291,0,69,12,89,0,8,632.081402
6912.03963,0,96,11,55,0,5,460.8
2991.696011,0,80,9,96,0,1,576.0
10477.77713,61427,88,24,12,0,2,422.4
16373.7273,64396,103,2,46,0,2,355.409311
10634.83711,0,61,35,71,0,2,292.8
11875.89915,0,108,23,55,0,2,518.4
4369.496687,97321,110,35,46,0,1,74.744643
2558.762931,0,72,4,14,0,1,518.4
2968.077571,91646,74,12,10,0,1,57.678779
9407.452895,31485,118,17,79,0,6,294.905685
4428.038374,0,64,6,47,0,8,628.801638
2907.898828,51020,73,16,88,0,1,350.4
7644.763153,43838,97,11,37,0,7,465.6
9709.746073,0,133,11,30,0,7,827.085431
4209.682602,57933,105,10,64,0,1,533.255723
16265.58682,85322,134,32,55,0,2,735.491986
3624.901612,37843,92,2,17,0,1,354.455466
2519.918897,0,67,11,26,0,1,482.4
4819.183706,74730,61,18,84,0,6,421.235276
2316.796105,0,64,2,80,0,1,307.2
13869.92705,28432,118,1,59,0,2,612.300581
2342.01381,19581,67,2,94,0,1,321.6
2747.771656,0,80,12,14,0,1,576.0
9199.539814,0,80,10,11,0,2,572.847549
8060.161694,23671,69,32,45,0,2,331.2
4709.52218,0,66,17,29,0,3,470.576119
2685.425957,75329,67,15,17,0,1,45.905292
5493.698779,44369,68,13,22,0,8,185.291566
8521.738901,37910,108,7,9,0,7,518.4
2414.072446,0,71,25,30,0,1,511.2
5918.330563,94846,73,15,68,0,7,305.031114
4472.334422,53519,111,7,37,0,1,520.036279
8435.176463,64692,70,17,80,0,2,336.0
10196.1106,0,100,9,75,0,2,720.0
3915.798108,0,109,2,86,0,1,784.8
6010.502178,49311,74,25,85,0,3,355.2
2854.114491,71126,71,11,72,0,1,324.739746
5994.255419,74284,74,27,5,0,3,268.130863
3600.934326,25147,101,7,54,0,1,694.598288
6874.84827,0,96,35,27,0,6,691.2
2374.147419,48911,61,15,6,0,1,292.8
9162.063169,29723,80,8,79,0,2,20.985105
7380.086414,21841,91,33,47,0,7,436.8
2655.996158,31796,68,27,16,0,1,377.442796
7591.109246,0,105,0,16,0,4,504.0
5015.009472,48567,130,12,15,0,1,624.0
4603.975141,66161,118,19,86,0,1,457.593764
2551.226692,79751,63,15,67,0,1,392.235698
5641.35916,39469,71,1,29,0,4,315.560161
2779.85389,38893,69,12,60,0,1,279.960213
2279.747148,0,64,9,95,0,1,460.8
5380.316469,0,73,11,95,0,3,350.4
8708.27928,30090,73,10,3,0,2,329.517492
2215.912948,0,66,31,14,0,1,389.944994
7780.903354,0,70,29,93,0,2,504.0
2860.864563,50332,72,2,11,0,1,345.6
5577.942343,70190,71,20,22,0,3,15.169017
7813.411572,25859,74,0,44,0,2,355.2
4762.156975,36529,118,6,41,0,1,255.005116
14166.20344,67588,118,0,58,0,2,566.4
4354.398727,0,121,30,85,0,1,871.2
2880.348532,81565,71,19,54,0,1,190.642833
5329.075482,43671,67,6,67,0,3,190.649902
4883.805481,58682,61,24,34,0,4,206.810286
4510.194071,44230,114,2,45,0,1,738.222494
5237.935672,31756,66,34,44,0,8,160.855921
15119.55539,47725,63,10,66,0,2,142.205246
5860.01804,38684,74,1,22,0,6,376.760016
4655.392106,0,67,18,44,0,3,482.4
5326.501981,22268,67,12,70,0,8,294.803913
6513.612638,50037,81,24,91,0,6,303.384527
3491.741616,0,104,30,88,0,1,748.8
7870.360084,75740,98,8,42,0,3,46.702524
7189.106255,75838,90,6,64,0,6,428.907968
11315.20373,11885,101,18,39,0,2,484.8
2480.529264,29444,63,5,84,0,1,302.4
6974.922464,26514,91,16,58,0,3,655.2
5623.611187,31504,71,8,27,0,3,340.8
5583.575264,76927,138,2,46,0,1,114.743547
5639.941974,73168,70,21,50,0,3,425.800112
4576.759564,48569,114,0,14,0,1,434.7579
2875.43239,84768,72,6,31,0,1,110.484661
3031.399321,0,86,7,31,0,1,619.2
5979.724161,57693,76,16,56,0,3,547.2
2242.244448,0,65,18,48,0,1,85.612463
5494.87251,89205,68,28,86,0,6,165.523154
5060.303189,0,138,23,76,0,1,570.777441
11269.23099,65448,94,28,66,0,2,451.2
10552.87837,77627,88,14,38,0,2,205.169178
7517.378484,37695,96,17,3,0,3,460.8
6298.177143,89411,78,14,99,0,4,116.237322
7821.945982,0,114,27,39,0,4,914.31553
4386.277558,10621,67,28,22,0,5,321.6
7528.092744,0,106,0,44,0,7,508.8
2732.613084,42968,69,15,85,0,1,331.2
7060.212867,85412,88,33,92,0,3,134.684555
4064.182317,26599,101,24,83,0,1,254.380731
5754.746414,34847,73,26,24,0,7,525.6
8460.80939,0,115,13,43,0,4,552.0
5638.150224,85896,70,28,27,0,3,48.629646
7163.540342,0,66,8,11,0,2,316.8
2803.796963,43775,70,3,42,0,1,310.744656
3130.67843,42056,78,21,2,0,1,221.951098
3741.570763,13093,100,30,73,0,1,514.507039
3439.089657,98278,85,26,60,0,1,367.577872
7284.445594,44605,91,3,45,0,7,436.8
5278.528037,32365,67,28,78,0,3,193.147858
5680.276365,82255,71,29,59,0,5,145.004323
2194.668123,0,62,11,48,0,1,623.525433
6473.32562,0,88,3,99,0,6,468.492761
4700.007467,11417,63,25,57,0,6,302.4
8653.562027,69704,72,25,92,0,2,89.921281
3776.320768,20101,96,28,44,0,1,291.536748
14947.9173,22139,100,34,31,0,2,480.0
10083.48688,11828,90,18,84,0,2,571.479602
5639.941974,73168,70,21,50,0,3,425.800112
2606.045519,0,71,10,22,0,1,409.459488
12265.60041,35693,103,8,63,0,2,494.4
4529.976333,0,65,7,67,0,7,438.369382
4087.512572,24123,104,7,61,0,1,748.8
9247.547393,85654,116,5,55,0,4,346.265295
13024.13012,0,125,6,61,0,2,900.0
6104.723142,84822,76,5,13,0,5,219.879452
3260.74476,0,90,8,33,0,1,432.0
7599.895827,52113,97,14,85,0,6,465.6
5640.021911,41396,70,7,7,0,3,336.0
8370.401649,77512,104,2,5,0,6,433.608534
5170.450306,35334,65,29,31,0,4,468.0
7521.194691,0,104,13,20,0,3,499.2
12731.95161,40870,105,3,56,0,2,504.0
4436.806209,77609,111,26,75,0,1,62.935952
6650.816974,99494,83,11,65,0,3,398.4
2751.365822,42585,69,16,44,0,1,288.295744
4362.931238,58842,110,6,74,0,1,528.0
4014.453113,37384,99,9,17,0,1,475.2
8459.053233,92717,70,24,19,0,2,224.27582
9388.162927,75264,78,24,92,0,2,343.340301
3038.114641,31532,79,1,26,0,1,241.077843
8879.790017,52583,113,12,59,0,7,528.20086
4770.73904,28666,64,23,81,0,8,307.2
4312.869599,21004,62,27,20,0,3,297.6
6293.963716,45430,81,21,37,0,8,388.8
4395.885525,28719,110,0,17,0,1,792.0
5564.735366,49833,69,5,74,0,7,331.2
2867.312197,23376,78,19,18,0,1,374.4
5078.451231,35289,65,34,94,0,3,123.945627
2773.455358,73478,68,2,38,0,1,241.88878
8072.746442,30584,68,10,37,0,2,51.662597
12280.76661,88340,102,16,1,0,2,489.6
8026.278333,87421,99,21,6,0,6,475.2
3567.503755,0,102,28,11,0,1,660.430456
8491.020256,62076,71,25,82,0,2,227.225113
2545.220272,26746,66,20,41,0,1,165.75305
8870.673845,91580,73,14,52,0,2,290.70096
9378.900706,51425,119,32,66,0,3,560.154132
5645.513529,44162,71,27,16,0,7,160.825045
8406.763319,67128,105,33,90,0,4,339.017729
4655.209814,30383,119,32,25,0,1,803.686321
6520.824777,93721,80,22,62,0,6,489.594642
4270.034394,0,122,27,2,0,1,725.870693
2521.161048,19637,67,34,30,0,1,333.138214
3808.122147,94903,94,3,38,0,1,451.2
15512.56424,39794,133,0,7,0,2,638.4
6751.782327,42433,85,28,47,0,5,410.946167
7405.420506,22044,65,35,70,0,2,10.393016
3362.551989,0,97,28,29,0,1,698.4
5073.282126,57709,125,10,26,0,1,600.0
8376.332294,26448,105,7,42,0,3,75.330276
13270.9446,28727,113,7,42,0,2,350.877502
7942.174213,41832,66,19,15,0,2,402.749918
5504.139033,0,73,18,45,0,5,350.4
5140.11289,0,138,22,18,0,1,900.617364
6583.205691,0,97,22,5,0,3,465.6
7899.217251,40032,99,18,35,0,8,475.2
3824.431298,62530,95,35,28,0,1,61.693771
3870.356928,0,106,8,65,0,1,508.8
2450.880954,82695,62,10,39,0,1,217.945243
5666.69628,48156,143,9,20,0,1,686.4
5598.00838,51737,71,13,55,0,6,430.163277
14002.75508,61225,117,3,0,0,2,442.374873
2807.049427,80915,70,17,66,0,1,187.854818
10529.01236,12688,140,5,96,0,3,672.0
12904.94336,27778,109,30,14,0,2,523.2
2471.528431,95697,61,16,55,0,1,114.273025
